domain,label
yiscysvoonagq.co.uk,1
avqlne.net,1
mcdbcecabcnllfab.com,1
florencerigneau.com,0
alexandreastrickland.net,1
rchilli.com,0
zqmyueidka.com,1
mist.ac.bd,0
propertyportalwatch.com,0
fusionsbook.com,0
wogxgroptwet.xyz,1
starterek.pl,0
cooloc.net,0
uehcginkphgg.ru,1
iyjpbiwfoifa.org,1
yaomai118.com,0
eimsmymkuqkgsysq.org,1
xutanoj.info,1
tvobgyn.com,0
ediyanet.com,0
amitabhagupta.wordpress.com,0
oceckswooomwqmou.org,1
odxaecfeuddeces.ddns.net,1
efpia.eu,0
piscantursecuritas.com,1
office-matsunaga.biz,0
qkqwuyygacgmucgk.org,1
handshake.com,0
capitalkhabar.com,0
intersection.com,0
isy42siwmcio.org,1
cxjoeomfyslwgoguwh.com,1
qmmmmgeoya.net,1
myforum.ro,0
gescom.it,0
kanboard.net,0
janmiwoq.ru,1
varoke.co,0
b28jqcwi15a57nzjzbtbuhqg43breyc19euev.biz,1
i828ywu0ywqs.net,1
3dlat.net,0
pufcxhcopv.com,1
kahprel.eu,1
armstrongbank.com,0
qkgowskcqsoaqmac.org,1
uskuka.biz,1
newnot.com,0
qcbottyqhptg.ru,1
vyklad-z-karet.cz,0
1fcdkbmderm01jivuh3t3pi.ddns.net,1
dyxvompykmtmpoxtm.com,1
ygxzdvcnpxn.yi.org,1
sjfc.edu,0
sowieuiossmesgew.org,1
myswaekmkieceuqm.org,1
xxphxlhhlcsaks.ru,1
mybenefitelection.com,0
gomodern.co.uk,0
xtmadmcnuveeuq.com,1
procredit.com,0
rutslgfpisbg.com,1
biyelunwenjiance.com,0
sedakiloverdi.site,0
yztdwbswx.com,1
hbeqlzo.co.nz,1
apuesta24.com,0
laetizia-v.com,0
bbpkcbecbnfj.com,1
khglnjbeaqaunldx.eu,1
tvindiansex.com,0
ashseuc19d30dspukte41iqdwbzlzi15g43jx.ru,1
uwfanudela.ddns.net,1
tolergomdu.com,1
uncleachieveclubdepositclub.com,1
sapzil8282.tumblr.com,0
mdmpaqmirhbkecxakr.net,1
sex-bilder.net,0
yuomnskbuxrchonylobusqsjz.com,1
henriettajosephson.net,1
akircfvmqfxvmkm.org,1
dixvsewswmmwdbchu.com,1
qkiramiq.biz,1
klimman.com.pl,0
sdushanansnan.org,1
saborat.com,0
invfuwxragrj.biz,1
yomaalvov.fr,1
maximilliananastacia.net,1
studiobiologie.nl,0
kui4z1jv5qrsrv1nff.net,1
james-bond.ru,0
juegosfriv100com.com,0
ponaehalitut.co.uk,0
artdhprdei.com,1
dersimizturkce.gen.tr,0
heartratemonitorsusa.com,0
crecla.jp,0
bengfa.info,0
thesilverdoll.com,0
bdcafobmobfnalme.com,1
rwxtmjuskencutmrf.tw,1
awa0as68mcyo.net,1
pyfqensdmq.com,1
uuksyqeoya.net,1
bkhsfexmgdqhlao.info,1
nipaquamverbumvelcamp.com,1
islimiwwo.com,1
000o.cc,0
vanrees.org,0
ftjeoalov.com,1
evangelinamalandra.net,1
bajalomp3.com,0
ieepwntzw1vquwjlq4.net,1
mbkxwrc2obyxmxy.ddns.net,1
exrcormpr.cd,1
arqengti.com.br,0
kimberleighatterberry.net,1
aaoffmaablafaanm.co.uk,1
fohaympehn.com,1
scottsmenswear.com,0
wwelhslcstgqgmuu.eu,1
qebol.eu,1
fxdhcbutfkywuofubltfm.sh,1
parislogue.com,0
ndqypplxxtts.ru,1
mnebirgifvlbuare.com,1
crelan-online.be,0
decisionturbine.com,0
tncjmrrboxohtffrr.tw,1
ixptusdsholapet.com,1
sirixtrader.com,0
minsocium.ru,0
gra.gov.gh,0
sava-tires.com,0
ybckvhqrrjwlrmcp.eu,1
kvpvinwheyfeeajfmthdo.com,1
7d3fspqlctersvk.ddns.net,1
gljsoijwkcutwsqmjddprpyhgi.ru,1
cqepbmdzga.com,1
boostseo.com,0
qkjbqxiuvg.com,1
ytakgjeydvwpa.biz,1
dduwjmnvsqhgcer.bz,1
axonvonbhmwgjjgjajoc.com,1
landvoice.com,0
peacefulpuzzle.com,0
twelveuntil.net,1
hlrivgehygexcxkaytrwvgtchm.com,1
apveedbinahe.ddns.net,1
mfgi.hu,0
loncat.in,0
iconio.com,0
meucarrinho.com.br,0
tsunezu.net,0
aselmuhehu.ddns.net,1
tcsgbxlyobayarwu.com,1
atoutloisir.com,0
peabeoba.ru,1
takenguide.net,1
laoguy.com,0
ezwkzulkna.com,1
vknamillion.com,0
tellus.coop,0
ncabbekdnlldoeoa.com,1
mub-salzburg.at,0
strumentimusicalionline.org,0
orxpmowcc.com,1
jawalplus.com,0
orimono.eu,0
wegotthiscovered.com,0
bets-go.com,0
travellingnecessity.pk,1
wpdvdtysvux.com,1
ganypez.com,1
osrgpoonogokmoqn.info,1
sxnjcvbkiz.com,1
timetoplayrentals.com,0
tpcf.ir,0
meport.net,0
enblbkmfbllcedna.net,1
iahs.info,0
azpmlrxgoe.com,1
6geo28asigu4.org,1
qlqvgwbahajq.info,1
uoyggiyqqieiymwi.org,1
coitusandcarnage.tumblr.com,0
ekaoaca0aoi8.net,1
pisa-airport.com,0
pqcfnksobchq.com,1
voleybol.tv,0
ceaqeodo.ru,1
drf32htm59b48dya17pzo51gvesoxk17nwgwm49.org,1
dislamicbooks.com,0
om8a46smsqw2.net,1
gqwm4u8ecukm.top,1
responster.com,0
atbmddilg.com,1
uwcoqhnuoxhlaq.co.uk,1
link2fb.com,0
e51nrmre21pwb18jwgxg33e61pvfuayn30i65i55.com,1
weduekwaqeaxh.ddns.net,1
citgroup.blogfa.com,0
stoecklimpark.at,0
mobincube.com,0
xtjwodxqwihkwqvail.biz,1
searched-cookie.net,1
peywyvbyghfqnutxyhfo.cc,1
jssfunavmgmys.com,1
ntiathome.org,0
jckpqfvy.net,1
dtmdriver.com,0
kkrn.de,0
star-board-sup.com,0
xn--n8jxljak4t7btdb8750e3kenrcz5io69mk7pa.com,0
tupdeote.ru,1
weldworld.ru,0
toketmontoksmp.com,0
sjmdkkvqeqhwmstmw.com,1
pufojyg.info,1
pwbupfmlfeghctbq.eu,1
3566t.com,0
pnfebt.dyndns.org,1
ecikaewkhfudcefny.tw,1
nufus.mobi,0
vegamaxx.de,0
arriva.cz,0
hahuciz.info,1
cm4egys2saou.org,1
rentcopywriteriskplanground.com,1
bxdatis.mooo.com,1
xjzxhuuwehtusjrqsjbtqg.info,1
bonajuko.info,1
gold-cd.net,0
wirellot.com,1
construit.net,0
omwaetvue.ddns.net,1
primpandpolish.com,0
anny.gift,0
captaininclude.net,1
eagledirectory.org,0
faabdlacaadkkkno.net,1
suxqeaki.ru,1
amleawbiikhui.ddns.net,1
qjxqlbqjughpsbxx.eu,1
coinpot.com,0
whisterie.com,0
iamnaughty.com,0
tj5r6c67mxz5fnpw8w.ru,1
donewdieting.com,0
nrsnhbfy.com,1
cymuazp52grk37pwb48h24ism39ouh44gznqdr.biz,1
rmvjrqpbtze.net,1
wjtime.jp,0
jdcoem.ac.in,0
gnlyv.tn,1
axiometrics.com,0
ivmowhqwfyvqcwtr.eu,1
rapangolanodownload.blogspot.com,0
goodsalespromotion.jp,0
soioemkyieqmmmik.org,1
culturedcoffeeco.com,0
ariel-krakow.pl,0
chancefixedcakenumberapologize.com,1
hock-gift-shop.myshopify.com,0
kanzshop.com,0
real-net11-learning.com,0
qpbeiyxvknytifqjb.cc,1
clab-asia.com,0
ldanknmdiqtrot.com,1
yacgosossuiaqmqc.org,1
hathwaybroadbandchennai.co.in,0
canvassesrnnbrjjcx.online,0
soundfiz.jp,0
mundoavatar.com.br,0
i0125dwlat7b5ta0i2c.ddns.net,1
pqyqueudbjlcimqwn.net,1
douzhuangyuan.com,0
fodlwsnmsfpmaugag.com,1
jeyashriskitchen.com,0
benjaminmcevoy.com,0
sicveata.ru,1
fdmfbujcajrxloiao.su,1
rakkurva.com,0
yunooehnfdwxjf.co.uk,1
seogirug.ru,1
seojupla.ru,1
gspgnrgeje.com,1
tv-angebote.de,0
blutspende.de,0
jihpldcbrjon.xyz,1
pattystamps.com,0
postb.com,0
lykyfyx.com,1
yitgroup.com,0
xride-hd.com,0
unmmhvnklfdombjhb.com,1
frick-partner.ch,0
ryskkbysh.com,0
oqoneikkpkcknubp.eu,1
xabugjfb.tl,1
merchantservice.com,0
lubbock.tx.us,0
wj12yt1pg87ve0et70a.ddns.net,1
paymenteye.com,0
mthwprprbmuyaw.su,1
wsms.ru,0
aftabejonoob.ir,0
crane-ukraine.com,0
rik.pl,0
rtcmksbcqxhhgjydqv.com,1
qhe.ir,0
3l1tytgh5vsf7j7n383.ddns.net,1
bestcreativity.com,0
dicaschrome.com,0
21918.com,0
mctmueub.me,1
milesbooster.fr,0
lyvylud.com,1
okhimmqqldtw.me.uk,1
salemzi.com,0
infopercetakan.com,0
bstpsrbwhaxdrvasdfmud.ac,1
rea-group.com,0
puxhugko.ru,1
bafodkkfkbaokcfc.co.uk,1
z-oleg.com,0
pancakebot.com,0
saunaya.com,0
facetheory.com,0
inclouddrive.com,0
sme-cloud.com,0
catlvcgew.ir,1
cwpsnvcjos.com,1
dfpmwwlrv.hn,1
halfshelloysterhouse.com,0
owwirudsaf.com,1
fuivinrotev.ddns.net,1
jrsnba.com,0
sqhmrsuiwcymao.info,1
oyvn1zgbzkhbpwrlg1.ru,1
rkbkwcqltfaqrqbaj.su,1
daekfiqaofboh.ddns.net,1
necesso.com,1
leasingmaschine.de,0
dydrdcavhsgahpp.info,1
wmaraci.com,0
nqkshgpie.com,1
uyveuhyqfvui.pw,1
intimenews.gr,0
rtcmatdrwg.com,1
uamkck.net,1
i25bzo41esmvcub58lxkyark37gydwjuh24jz.ru,1
accountinator.com,0
rnamedical.pt,0
ecsrlkxwug.com,1
bwoonfrvwzk.com,1
pgwpfihldcbj.pw,1
javamilk.com,0
clementespizzaandgrill.com,0
mymemopad.blog.ir,0
nwo-ent.de,0
expy.jp,0
moe-gnezdo.ru,0
yjmhurcro2wt10o41hafyhe.ddns.net,1
webmasters-equivalent.ru,1
dfbfllafodcbebfd.com,1
rettediewelt.de,0
pictures-of-luxury.com,0
dgkogmdmmlwp.biz,1
velikol.ru,0
kusnie.pl,0
lkktwgrtjddl.net,1
bsjbjgphtkmregkpa.com,1
thecapistranodispatch.com,0
quudtqwimksnmmjg.eu,1
wpwinzpups.com,1
jj-net.jp,0
jlxnvnrhnv.com,1
whelearn.biz,0
redbarnfarmofnorthfield.com,0
uowslaiq.net,1
xw8w8ktnveos5vomyf.cn,1
arriadha.net,0
nvnzetl18a57awmukrbrnxnrewcxpsjtdy.ru,1
ycqoaoa4a4io.net,1
motorsports-stream.com,0
mtpredictor.com,0
prp32dzgxh14hsesfxp22g33jtispsove31hw.ru,1
gwendolinewilkerson.net,1
snackexperts.com,0
istanbulgercegi.com,0
xgohqbmovcmljrkdfiljmrqkzbubm.info,1
xrailbyrci.com,0
amgrais.ru,0
antotunggal.com,0
matcha-express.com,0
novameierhenrich.de,0
answear.ua,0
prriqmgofk.com,1
lalibertad.com.co,0
online-kvn.ru,0
samata.us,0
freedomfastlane.com,0
e31oyf12byo11m29n40kzp52c29fwjtg53ouowix.org,1
oc22.com,0
myeoqoyaymeikaqo.org,1
ytybgfm07xq0idiner1.ddns.net,1
rupcesn.cc,1
mrschureads.blogspot.com,0
4366.com,0
gqocasiouyuowcqu.org,1
dalvenvainor.com,0
ybghttelxyri.biz,1
q8sjexy8cpmpwpq434m.ddns.net,1
hfgkpmmujrgbegdy.eu,1
amazingbotanicals.net,0
rasheedbank.gov.iq,0
novecukinin.eu,1
wesellgoodtraffic.com,0
arcwindowfilms.com,0
verenobiscumtext.com,1
mysodexo.co.il,0
clkdffflfdlmfcaa.com,1
betterinstead.net,1
kbqpqtxkfxfm.net,1
venombet.net,0
breedandwin.com,0
irkscnopqleb.in,1
kodik.biz,0
upstairscircus.com,0
feuwfxxulszt.com,1
obkuifvsilplkiabcgt.com,1
4icsau.ir,0
oruwebsite.com,0
jsform01.com,0
thetraveltester.com,0
lopeakav.ru,1
neoluxuk.com,0
iecoirfuguivdceftfnd.com,1
tr3yway.com,0
ovient.com,0
mylittle.fr,0
rzjets.net,0
bswqerpxpvwko.ru,1
mcu.es,0
islumoww.com,1
mi-piace-cucinare.it,0
1cent.in,0
bhbhieqhqs.com,1
omnibusclavisfreely.com,1
unionefiduciaria.it,0
ubkfoxfrodxsetsh.eu,1
robware.net,0
tomsrestaurant.net,0
hoyfrases.com,0
vilkngowoqmnqhhvq.su,1
roomfell.net,1
fitjiva.com,0
rfpxnhuoidylhynb.eu,1
shimo.im,0
maybellinerichardson.net,1
pro-dress.com,0
wypttfqiddxqxrtiq.su,1
bamaperformance.com,0
sozcukcevir.com,0
fluenta.eu,0
uoofvpoeurvmonxu.eu,1
speedwayekstraliga.pl,0
ruxiangsuisu.com,0
pandariafansub.wordpress.com,0
gezinsbode.nl,0
aro-market.ru,0
jees-jlpt.jp,0
ynmiapgokhspic.pw,1
bolsasup.com,0
cupydo.hu,0
scld.org,0
lwlkjifox.cc,1
2oekmsyka06c.top,1
bowthorpeparkfarm.co.uk,0
clovispediatricgroup.com,0
e07l3l7t7x58kfc.ddns.net,1
rkumxtnoufdooxenwtj.com,1
kelton.pl,0
studential.com,0
a8k6sd1d14gxkbkhkxk.ddns.net,1
tnpvntvxnkkkh.ru,1
babyland-online.com,0
ixseospeurxuc.ddns.net,1
vinplay.com,0
kupquuoxq.cc,1
sgkaxjnjih.com,1
yjjekjepikfbpxucpp.com,1
heritagesports.eu,0
mediadecathlon.com,0
cursodequadrinhos.com.br,0
qgyeqyqskackmgqm.org,1
cwfpc6shfrv24e3gpg.biz,1
milanote.com,0
supernovostu.ru,0
bpzsqyubyv.com,1
naretuk.info,1
sonysix.com,0
dbeta.me,0
nlhwrmnbicnlsdcr.eu,1
disneyinternational.com,0
investorss.ru,0
ewafsucgo.com,1
beerspa.com,0
46gfypffuuasknujay.ru,1
bpfiahnuqpzn.tv,1
m-next.jp,0
copysharp.com,0
blogdrama.net,0
yasbux.com,0
baixaroplaystore.com.br,0
emkgwcoemqaqccaa.org,1
sudxcjtklplyupxn.eu,1
krkinfysnnddsdmy.eu,1
hwavkzltpvg33dwpqn30axlrbwd10a57e31p62.info,1
vgguflvlpnzg.com,1
syxbldhhnodkfnjg.eu,1
justinziegler.net,0
touchyourclientsheart.com,0
wanari.com,0
vitalanimal.com,0
jlfbwvxciiyuvvbj.eu,1
jumpsure.net,1
leapfroginvest.com,0
mmcbdklbfcmaeaof.co.uk,1
addlance.com,0
clearcom.com,0
sukulkuiwcymao.biz,1
casinestimabilecasuumloc.com,1
gehisdofaw.com,1
fushoushan.com.tw,0
kowneawpaipetshop.com,0
newyearwishesimages2017.com,0
terrassl.net,0
cantarishop.se,0
64u02gm8ugq8.top,1
stanlab.eu,0
ra8x6zmnptiwb8x71d.com,1
lfenxnkmagobodkt.eu,1
buycartv.com,0
tekgyd.com,0
tenantenjoying.top,1
zeybpfzywxdxnht.com,1
angsarap.net,0
watchshokugeki.com,0
petrosvyaz.ru,0
semmelhaack.de,0
pdcyjmezabp.tv,1
wowsokb.jp,0
tropevansville.com,0
hiifitfjutr.dynserv.com,1
ecuhiboieaeovw.biz,1
alteoasbl.be,0
laragazzaconlavaligia.com,0
girmupqi.ru,1
stevenharrington.com,0
vital90days.es,0
elemzeskozpont.hu,0
xoryqdvmt.com.pa,1
hausgartenleben.ch,0
scanned-fancy.la,1
pnzwrcehinh.com,1
afdamauwuf.ddns.net,1
alexandairvirtual.com,0
dbmrestaurant.com,0
neonschwarz.tattoo,0
wanathug.ru,1
cuscom.de,0
nkafjrygg.com,1
gygkxtvp.com,1
dataheatsetholdfinanceguide.com,1
webtalk.im,0
security-system.gr,0
ombhoijnxm.cc,1
ssecuruspapa.com,1
dexsil-labs.be,0
rockefellerfoundation.org,0
gmammekkwaakmkos.org,1
aopldfuhwhgra.org,1
rocketwimbledonhospitality.com,0
cmbuofqolvtktsgbqrwfubyozrgjrpv.com,1
8gwsjwbk67miscxbt5.com,1
emqyquttoodw.com,1
gi8mcigus2wq.org,1
drevostavby-kontio.cz,0
rohtasdistrict.com,0
swimpharmacy.org,1
dannyboyservices.com,0
tracepartsonline.net,0
amerikooler.com,0
dtvsjetfywuw.org,1
fynv6r7v2n62mfqn77.biz,1
ssmusic.tv,0
pagerepairprofileexpress.com,1
all-consulting.ch,0
yuwl.to,1
ikcyqvvkncpclbob.eu,1
zyyfqkcojo.com,1
pdhr.com,0
eplnn.ie,1
mcsgaaukgkiyossc.org,1
kfmkbbcflbnbbcad.co,1
badattackfinancebornhold.com,1
thosebright.net,1
wuvutoju.ru,1
cdadfcurgxtcoldov.net,1
sourcehopeadvancedresolve.com,1
forwardreceive.net,1
aaekosriri.com,1
hei-gan.com,0
gjjmiaiajseewuunjx.eu,1
bayernstream.com,0
chebeltza.com,0
startpeople.be,0
thenetwork.lu,0
evdxwh.tw,1
study4student.com,0
drnvprwurdmktcuh.eu,1
topagrar.com,0
yevxijrkweizpocay.net,1
qkyokxjktmhzve.org,1
cl52kb5pql1bel1tcfyhw8s.ddns.net,1
indulgentiarumexcipiendo.com,1
ridibooks.com,0
yaritranslations.com,0
yqxs.cc,0
jamsa.fi,0
meencantamurcia.es,0
drlgikcevv.com,1
wassupblog.com,0
axtvtwdjxcwurhqf.eu,1
msiuccuiwcymao.net,1
shiftcrypto.com,0
holdies.com,0
forgetindeed.net,1
tomatoeshotel.am,1
ylilotiqbhpitvbp.eu,1
jobiqo.com,0
fernwelt.net,0
0y4yweo28agq.org,1
brilliantwallart.co.uk,0
niraku29.sharepoint.com,0
1xq0e8wrsh7f5ba.ddns.net,1
iyyemjrudoui.com,1
michaeljamessmith.com,0
dovolenaceny.cz,0
xirxeiqi.ru,1
vecinodigital.cl,0
securedcouples.dk,1
galapagar.info,0
trkbdujrslql.me,1
tdjhklaebpnsfyui.eu,1
annarborobserver.com,0
katsu-yagroup.com,0
feyenoord1x2.com,0
dtc69lwbycznvp32h34augwgsc29i65cwlxc39.com,1
things4fun.com,0
bsg43kye21jtb38g33bun60dyi55p22a57dxkvlx.ru,1
wmpeevtsduadjt.com,1
browze.com,0
gmomggvvnshqopp.biz,1
smart-homepage.blogspot.com,0
sedpentextnossremissio.com,1
locvps.com,0
mhlajrljulyl.com,1
927online.com,0
farmaindustria.es,0
novothor.com,0
cloud7.com.cn,0
p23.com.ar,0
akexfgyqvw.com,1
bffddbffcaceoecd.co,1
oaoaaloegapiiwnjyp.co,1
egx.com.eg,0
armistempuscano.com,1
ilcbi6qfovw8mliholyxuhc.ddns.net,1
xrnekxfjslilbhlq.eu,1
sbd.jp,0
socvwfkou.kz,1
wm0ygaw6s2ga.org,1
balkanpress.org,0
yuhgfrnaz.com,1
michelzbinden.com,0
quena.pl,0
pumywop.info,1
dulidkfqatay.biz,1
taxationpenn.id,1
puo.edu.my,0
wernersobek.de,0
drlor.online,0
terminalrodoviariodebelem.com.br,0
mielenkuva.fi,0
netpris.dk,0
ifuvbodtrwbbvuakamo.com,1
tlca.org,0
releasesengineering.am,1
teksty.org,0
marklin.fr,0
solveit.io,0
efhuaxsocoawx.ddns.net,1
feagichi.ru,1
javset.net,0
sundaytuesday.net,1
icieducation.co.uk,0
nsra.org.uk,0
utemagasinet.no,0
uwccb.com.tw,0
anshumantech.com,0
snwpyly6w8aledkxkbu.ddns.net,1
super-ww.com,0
sovideosfixes.net,0
annajah.ma,0
whybi8cnmb34s0q.ddns.net,1
dmacc.edu,0
ksea.org,0
rynenogupez.eu,1
kinolook.su,0
platform28.com.au,0
citate-celebre-cogito.ro,0
tripattractaccesspenfinance.com,1
dreambuilderprogram.com,0
birdbrooklyn.com,0
uponsuch.net,1
xperttutorials.com,0
moder.ru,0
bettertogether.ie,0
sauna-club-libertin.com,0
seofozmu.ru,1
dujjjlnsbr.im,1
vesmirnaladoni-mt.ru,0
galopujacymajor.wordpress.com,0
wrcase.com,0
lvygtypwyn.com,1
lhs.org,0
xvsuyytednnpgxkcuppi.nu,1
yamahashop.kz,0
nntufkn.com,1
wncukolqi.dynserv.com,1
ajlo.com.mx,0
swiat-agd.com.pl,0
ciwypum.su,1
nwyaclykibdgtdjgff.ir,1
assurances-gesco.fr,0
jacekamdajedem.info,0
quackwatch.org,0
uetphmekjmjql.com,1
iarcsc.gov.af,0
lekekassen.no,0
imagebanana.com,0
nonlargitasnullopenitens.com,1
servergeeks.wordpress.com,0
gadfit.com,0
idphoto.ch,0
uslandrecords.com,0
maechen.npage.de,0
ojdelhyovtuohuoqizgdybq.ru,1
simplesupplysolutions.com,0
wglnwxssfssh.com,1
tradelocks.co.uk,0
elitedangerous-station.fr,0
von-elberfeld.de,0
gupmagazine.com,0
ordercover.net,1
ufo-everyday.com,0
financescout24.de,0
third-menus.ch,1
cozygator.com,0
iranoilsell.com,0
k11hitnh7iib4j4qci.com,1
aexebcuuptimjniei.com,1
modernatherapeutics.sharepoint.com,0
newositearqa.ddns.net,1
gaculsutu.com,1
ozsunny.com,0
yourseedbox.com,0
freetaxusa.com,0
gnvdfwjkdlmorqjyt.tw,1
jsqutvuoho.com,1
woodenmason.com,1
agemsehnomd.com,1
xcgxokfzmw.com,1
edition-peters.de,0
triedcloth.net,1
shin-tan.com,0
sorted-intimate.yt,1
doctorwhobrasil.com.br,0
klhqeyfaflokqqsko.su,1
buddyprintstickmisssiteresult.com,1
anigraph.ir,0
eokfaxbl.sk,1
spokecome.net,1
igfqca.info,1
guipai.tmall.com,0
nkpi.az,0
tdotra.blogspot.kr,0
qwyfbrorehlbj.com,1
pvgemifox.com,1
amikompurwokerto.ac.id,0
17cai.com,0
catoliscopio.com,0
yurqmueoya.info,1
silkart.com.tw,0
venice-laser.sg,1
iek.gr,0
fueritmachinanturopn.com,1
spirits-headquarters.pk,1
alexandrinamasterson.net,1
jxqtupnmsmknn.info,1
shop3dp.ir,0
pqnnupofbloo.net,1
hewafdar.com,1
zionmarket.com,0
uemiuismif.tv,1
wnodslwjif7fah5j50u.ddns.net,1
ladugviw.ru,1
datoid.com,0
8awyoqwu4ioy.org,1
jilxcxkppdqkg.com,1
collectedanimals.org,0
portinhola.com.br,0
russrock.ru,0
artplast.ru,0
memguguiwcymao.biz,1
aperfectvape.com,0
kingstonautosalesri.com,0
hangzhouhongcaib.cn,0
1v5d56clsd1hg4sv1fg.ddns.net,1
leibinger-group.com,0
academiaparaemprendedores.net,0
educacionvial.go.cr,0
waffenprudlo.de,0
arobron.pl,0
variousbridge.net,1
dashstore.net,0
maximizeyoursocial.com,0
leipzigmodelle.de,0
64moygq86ce4.top,1
xsiafpfy.co.nz,1
ommbgfjdubybhdwbd.pw,1
enardy.com,0
japaneseguesthouses.com,0
tokyobs.co.jp,0
0mwa8y024as6.org,1
opkan.net,0
pacokh.blogsky.com,0
bcuawcpxicvvvvo.com,1
vimpkuwekcyplewhb.pw,1
tasuhgimsah.com,1
traaflab.ru,0
preceptaetiamsi.com,1
carpetsuckmoveposthabitstore.com,1
zehhgtbekneuygidyk.com,1
foadqanuleqiewe.ddns.net,1
factly.in,0
businessguideoffer.com,0
bksqvfglnc.com,1
64ceclmcpf42oqiqhe.biz,1
onmwvmwohyri.net,1
6gqw2wycuoaw.net,1
uvfrlpvnx.cc,1
illusivelondon.com,0
lygyjuj.com,1
fnfoadcmflembomo.org,1
thomhartmann.com,0
eyanxlqarebqgpgea.com,1
jqenhutlenoj.ru,1
hr-platform.co.uk,0
secbuy.com,0
odmoeykwlujqxtor.info,1
mykannadawap.net,0
jsj2014.win,0
mvcmnruwkofkrctgpbnvtodojwsqo.ru,1
bwntrywhlugvjqpv.eu,1
gangbanged-moms.com,0
vgyvwxcbvd.com,1
viafrukaiben.ddns.net,1
ddhinwsqqowo.com,1
cpssrseb.yi.org,1
zumala.ru,0
brideandco.co.za,0
xgysaw.tv,1
pdrjgeftdgaenhrg.eu,1
omnpetruscepropter.com,1
antlerkitchenbar.com,0
webhackers.ru,0
ilsilenzioedolo.com,0
14qpsxcnipc0al3.ddns.net,1
sentencehowto.az,1
fickhub.at,0
qkwioogeacmukegi.org,1
ricaricarica.weebly.com,0
soceocan.ru,1
lacity.org,0
cixouedqijpm.com,1
dspoyrhfbxbb.info,1
fuelworks.net,0
thalgo.fr,0
learningtheory.org,0
nkojukpvfchfos.net,1
vguklczukp.com,1
rochdale.nl,0
scwomysdtm.com,1
mandarinstone.com,0
glitter-graphics.com,0
aktuelkampanyalar.net,0
r8zo78xd3igvc6pkwc.com,1
vvuyetphpoam.com,1
apcplc.com,0
ckomkxvbviw.com,1
7rg6ubilt1miifkzbx.net,1
sekretgenri.ru,0
pasargad-ac.ir,0
cfeqjo.mooo.com,1
buntang.xyz,0
bankrooz.com,0
kokorodo.net,0
proexecertenenturq.com,1
kmkddlbloamcfbbc.com,1
qtgubbteuqje.com,1
male-affection.tumblr.com,0
vikingrecruitment.com,0
taboomaturetube.com,0
visitheld.net,1
eeqpjkdsholapet.org,1
cumoqlux.ru,1
everythingcebu.com,0
8u0mkis6gesa.org,1
isceast.com,0
eouomoq4ysu0.net,1
zhuwei.me,0
whpgogekkthau.co.uk,1
jononiru.ru,1
jorugmup.ru,1
hisoeqaniha.ddns.net,1
tntdataserver.com,0
intostudy.com,0
p800.net,0
iluhgumd.com,1
mefkmokxd6zbc8rxsb.net,1
dyswjzhuso.com,1
easyblogthemes.com,0
culturalpolicies.net,0
mandarinaduck.co.kr,0
theyummymom.com,0
kiekko-tiikerit.fi,0
liberte.pl,0
dialcom.lk,0
hjjvvwg.ug,1
janbari.com,0
qxayaofyup.com,1
greggfest.org,0
kufxbgfqbex.org,1
efzyxadsholapet.org,1
rdqucdkwwckaeriam.cc,1
ubuntusoft.com,0
photoptic.fr,0
nydognyjcofxnxaf.com,1
wicalsofigg.com,1
vtnwbsn.org,1
wingsicalwhims.com,0
naomismalls.com,0
asikwili.ddns.net,1
gtyhse.ie,1
pornoperra.com,0
horokgic.ru,1
qkoomgiccieqyqmw.org,1
s0stm0qfobubqbs.ddns.net,1
ereloxkfy2ix7vcbqf7p5r5.ddns.net,1
manqian.cn,0
yjqpqlgdgf76e0m.ddns.net,1
sanatkaran.co,0
jupdeove.ru,1
pqdzoty.dynserv.com,1
ricacruises.com,1
lotusyun.net,0
lemunwihol.com,1
mjxvqwbylllwgjvqcqwbeauxjr.com,1
onregional.ca,0
juaexiggbxpphxryt.su,1
jqplot.com,0
cyberkey.in,0
ufcedeihqod.ddns.net,1
rfgenealogie.com,0
chairrepairarestorelandprogram.com,1
photoid.eu,0
bbmmbblbdcdeocke.info,1
bepcndri.sc,1
wolnemedia.net,0
udinsports7.blogspot.com,0
friv3play.net,0
aeuwkwwqgaceaigi.org,1
deccanrummy.com,0
nucasdi.com,1
codegear.com,0
hilgeaki.ru,1
dimynoho.info,1
kevobyd.info,1
firehol.org,0
d-meeus.be,0
surattextiledirectory.com,0
yunjugtkel.com,1
iuyceuwssyskcsek.org,1
nonsuquestum.com,1
c60ysmg2we06.org,1
1obl.ru,0
onepiecepodcast.com,0
sufficitsolverentur.com,1
arwjwlwpkn.yi.org,1
oxqapaaval.ddns.net,1
store-1re8lbg5.mybigcommerce.com,0
iafyiqeoya.biz,1
awfcwag.tv,1
jide.com,0
bhlvbmfsbu.com,1
kadva.co,0
bnegclwoagtinx.su,1
o0o01f10s61v5va.ddns.net,1
oxreecwuoh.ddns.net,1
costlocker.com,0
dreamhomesource.com,0
healthreports.de,0
nimja.com,0
storywrite.com,0
ufwxe7k5y3wh.net,1
brooklynnkimberly.net,1
laoffkfdabceadaf.website,1
maswings.com.my,0
kartina-tv.eu,0
digitalsantotome.com.ar,0
twitch-clips.tv,0
hidratorrent.com,0
cutewap.com,0
